"","County","AEA","District","District.Name","Graduation.Year","Diploma.Count","Private.4.Year.College","Public.4.Year.College","Private.2.Year.College","Community.College","Other.Training","Employment","Homemaker","Military","Unknown"
"1884","64",7,"4104","Marshalltown","2017",351,19,89,148,5,9,26,1,5,49
"1885","91",11,"4122","Martensdale-St Marys","2017",47,5,10,20,0,3,6,0,3,0
"1886","17",7,"4131","Mason City","2017",248,14,54,126,0,5,34,0,2,13
"1887","84",12,"4149","MOC-Floyd Valley","2017",95,20,36,20,1,1,13,0,0,4
"1888","29",15,"4203","Mediapolis","2017",56,2,15,30,0,1,6,0,1,1
"1889","63",11,"4212","Melcher-Dallas","2017",18,4,1,6,2,1,4,0,0,0
"1890","53",10,"4269","Midland","2017",31,5,0,6,0,0,12,1,2,5
"1891","92",10,"4271","Mid-Prairie","2017",87,16,14,30,0,1,24,0,1,1
"1892","43",13,"4356","Missouri Valley","2017",69,8,19,27,0,2,9,0,1,3
"1893","22",1,"4419","MFL MarMac","2017",47,3,9,17,0,2,12,0,3,1
"1894","79",7,"4437","Montezuma","2017",36,8,8,10,2,5,1,0,2,0
"1895","53",10,"4446","Monticello","2017",87,17,22,26,0,0,9,0,2,11
"1896","4",15,"4491","Moravia","2017",22,7,2,12,1,0,0,0,0,0
"1897","93",13,"4505","Mormon Trail","2017",11,2,0,3,1,0,5,0,0,0
"1899","4",15,"4518","Moulton-Udell","2017",10,1,0,5,0,2,1,1,0,0
"1900","80",13,"4527","Mount Ayr","2017",47,6,13,14,3,1,9,0,0,1
"1901","44",15,"4536","Mount Pleasant","2017",141,10,39,56,0,3,12,0,5,16
"1902","57",10,"4554","Mount Vernon","2017",99,29,32,27,0,0,7,0,0,4
"1903","20",13,"4572","Murray","2017",20,0,3,12,0,4,0,0,1,0
"1904","70",9,"4581","Muscatine","2017",314,20,64,136,3,6,23,0,5,57
"1905","19",7,"4599","Nashua-Plainfield","2017",52,7,9,23,0,0,10,0,3,0
"1906","85",11,"4617","Nevada","2017",119,5,36,36,0,6,23,0,6,7
"1907","11",5,"4644","Newell-Fonda","2017",46,9,12,15,1,0,5,0,2,2
"1908","19",1,"4662","New Hampton","2017",85,5,27,38,1,0,10,0,3,1
"1910","50",11,"4725","Newton","2017",219,19,45,95,0,5,49,1,4,1
"1911","98",7,"4772","Central Springs","2017",55,5,7,35,0,2,3,0,3,0
"1912","23",9,"4773","Northeast","2017",77,16,11,36,1,1,9,0,2,1
"1913","33",1,"4774","North Fayette","2017",83,19,16,35,0,2,8,0,2,1
"1915","62",15,"4776","North Mahaska","2017",44,1,11,8,0,0,9,0,0,15
"1916","57",10,"4777","North Linn","2017",42,11,8,13,0,1,8,0,1,0
"1918","77",11,"4779","North Polk","2017",105,18,43,30,0,1,13,0,0,0
"1919","82",9,"4784","North Scott","2017",239,36,65,103,0,8,12,1,6,8
"1920","86",7,"4785","North Tama County","2017",33,2,7,20,0,0,3,0,1,0
"1922","98",7,"4788","Northwood-Kensett","2017",43,0,12,24,0,1,6,0,0,0
"1923","91",11,"4797","Norwalk","2017",196,38,52,66,5,9,18,0,8,0
"1925","33",1,"4869","Oelwein","2017",66,4,9,25,0,3,7,0,0,18
"1926","8",11,"4878","Ogden","2017",53,7,18,15,0,0,10,0,1,2
"1927","30",5,"4890","Okoboji","2017",54,7,13,20,0,3,8,0,2,1
"1929","1",13,"4978","Orient-Macksburg","2017",11,1,2,3,0,0,5,0,0,0
"1930","66",7,"4995","Osage","2017",76,8,24,31,1,0,10,0,2,0
"1931","62",15,"5013","Oskaloosa","2017",157,32,26,47,0,10,29,0,3,10
"1932","90",15,"5049","Ottumwa","2017",301,28,42,105,0,2,10,0,5,109
"1933","39",11,"5121","Panorama","2017",60,5,17,21,1,1,13,0,0,2
"1934","37",5,"5139","Paton-Churdan","2017",11,0,1,9,0,0,1,0,0,0
"1935","50",11,"5160","PCM","2017",66,6,19,24,0,2,2,0,2,11
"1936","54",15,"5163","Pekin","2017",59,12,5,33,0,0,6,0,2,1
"1937","63",11,"5166","Pella","2017",157,21,70,34,2,4,20,0,2,4
"1938","25",11,"5184","Perry","2017",160,12,36,61,1,5,18,2,6,19
"1939","82",9,"5250","Pleasant Valley","2017",373,73,171,81,0,10,21,0,11,6
"1940","63",11,"5256","Pleasantville","2017",61,14,10,22,0,5,10,0,0,0
"1941","76",5,"5283","Pocahontas Area","2017",57,2,11,22,2,0,15,0,3,2
"1942","3",1,"5310","Postville","2017",50,1,6,18,0,2,23,0,0,0
"1943","94",5,"5325","Prairie Valley","2017",75,5,9,38,6,0,16,0,1,0
"1944","69",13,"5463","Red Oak","2017",67,8,9,29,0,3,11,0,4,3
"1946","45",1,"5508","Riceville","2017",28,0,8,12,0,1,5,0,1,1
"1947","78",13,"5510","Riverside","2017",35,1,11,14,0,3,4,0,2,0
"1948","84",12,"5607","Rock Valley","2017",54,8,15,13,0,1,17,0,0,0
"1949","85",11,"5643","Roland-Story","2017",78,15,18,25,0,2,11,0,1,6
"1950","34",7,"5697","Rudd-Rockford-Marble Rk","2017",47,7,8,23,0,0,5,0,4,0
"1951","74",5,"5724","Ruthven-Ayrshire","2017",13,1,2,7,0,0,3,0,0,0
"1952","66",7,"5751","St Ansgar","2017",51,3,11,31,2,1,2,0,1,0
"1953","77",11,"5805","Saydel","2017",99,10,18,30,1,2,13,0,6,19
"1956","97",12,"5877","Sergeant Bluff-Luton","2017",111,17,41,37,0,2,7,0,1,6
"1957","93",15,"5895","Seymour","2017",14,5,3,5,0,0,1,0,0,0
"1958","17",7,"5922","West Fork CSD","2017",54,9,8,28,0,1,5,0,3,0
"1959","71",12,"5949","Sheldon","2017",77,10,20,35,1,1,10,0,0,0
"1960","73",13,"5976","Shenandoah","2017",79,9,23,20,0,2,22,0,3,0
"1961","72",12,"5994","Sibley-Ocheyedan","2017",63,4,20,23,0,0,12,0,2,2
"1962","36",13,"6003","Sidney","2017",31,4,10,7,0,0,2,0,0,8
"1963","54",15,"6012","Sigourney","2017",47,5,5,21,1,2,10,1,0,2
"1964","84",12,"6030","Sioux Center","2017",81,27,24,8,5,0,13,0,4,0
"1965","11",5,"6035","Sioux Central","2017",59,11,10,32,0,0,5,0,1,0
"1966","97",12,"6039","Sioux City","2017",873,85,280,259,6,29,85,0,32,97
"1967","13",5,"6091","South Central Calhoun","2017",66,8,21,28,0,1,5,0,3,0
"1968","52",10,"6093","Solon","2017",108,19,37,31,4,0,2,0,3,12
"1969","91",11,"6094","Southeast Warren","2017",38,5,3,14,0,3,9,0,2,2
"1970","40",5,"6095","South Hamilton","2017",59,3,21,22,0,5,4,0,1,3
"1972","73",13,"6097","South Page","2017",10,1,2,6,0,0,1,0,0,0
"1973","86",7,"6098","South Tama County","2017",118,13,17,42,0,2,37,0,4,3
"1974","71",12,"6099","South O'Brien","2017",45,6,14,10,0,0,10,0,0,5
"1975","96",1,"6100","South Winneshiek","2017",52,11,9,27,0,0,3,0,2,0
"1976","77",11,"6101","Southeast Polk","2017",476,49,144,145,0,9,78,1,5,45
"1977","21",5,"6102","Spencer","2017",142,10,56,43,3,0,24,0,2,4
"1978","30",5,"6120","Spirit Lake","2017",104,9,48,23,0,1,13,0,2,8
"1979","57",10,"6138","Springville","2017",31,3,10,14,0,1,2,0,0,1
"1980","69",13,"6165","Stanton","2017",15,1,2,10,0,1,1,0,0,0
"1981","33",1,"6175","Starmont","2017",48,4,10,23,0,0,3,0,0,8
"1982","11",5,"6219","Storm Lake","2017",173,27,31,59,2,3,47,0,4,0
"1984","39",11,"6264","West Central Valley","2017",50,8,5,22,0,3,10,0,2,0
"1985","9",7,"6273","Sumner-Fredericksburg","2017",39,3,10,19,0,1,3,0,1,2
"1986","16",10,"6408","Tipton","2017",62,0,27,19,0,2,12,0,0,2
"1987","78",13,"6453","Treynor","2017",43,6,22,11,0,1,2,0,0,1
"1988","78",13,"6460","Tri-Center","2017",48,7,18,16,0,1,4,1,1,0
"1989","54",15,"6462","Tri-County","2017",27,2,7,12,0,0,3,0,3,0
"1990","9",7,"6471","Tripoli","2017",40,3,8,21,0,1,6,0,1,0
"1991","96",1,"6509","Turkey Valley","2017",32,3,6,17,0,1,4,0,1,0
"1992","63",11,"6512","Twin Cedars","2017",22,0,3,15,0,0,3,0,1,0
"1994","78",13,"6534","Underwood","2017",64,10,25,23,0,1,3,0,1,1
"1995","7",7,"6536","Union","2017",73,5,24,33,0,3,4,0,0,4
"1997","77",11,"6579","Urbandale","2017",291,36,97,110,1,7,29,0,4,7
"1999","89",15,"6592","Van Buren","2017",64,0,7,39,2,0,11,0,3,2
"2000","25",11,"6615","Van Meter","2017",63,16,16,17,0,1,11,0,2,0
"2002","6",10,"6660","Vinton-Shellsburg","2017",108,8,19,48,4,1,12,0,4,12
"2003","44",15,"6700","Waco","2017",29,2,4,16,0,1,5,0,0,1
"2004","81",5,"6741","East Sac County","2017",69,6,17,26,0,3,16,0,1,0
"2005","58",15,"6759","Wapello","2017",53,7,12,23,0,0,3,0,2,6
"2006","9",7,"6762","Wapsie Valley","2017",52,8,12,25,0,0,5,0,1,1
"2007","92",10,"6768","Washington","2017",138,10,37,45,3,6,24,0,6,7
"2008","7",7,"6795","Waterloo","2017",648,29,176,256,2,19,62,0,13,91
"2009","25",11,"6822","Waukee","2017",605,78,307,128,2,5,60,0,17,8
"2010","9",7,"6840","Waverly-Shell Rock","2017",162,42,42,33,1,3,16,0,4,21
"2011","93",15,"6854","Wayne","2017",50,8,7,22,0,2,9,0,1,1
"2012","40",5,"6867","Webster City","2017",117,6,21,62,0,0,23,1,2,2
"2013","74",5,"6921","West Bend-Mallard","2017",27,0,9,10,0,1,6,0,1,0
"2014","16",10,"6930","West Branch","2017",57,12,24,18,0,0,3,0,0,0
"2015","29",15,"6937","West Burlington Ind","2017",59,7,5,34,0,2,9,0,2,0
"2016","33",1,"6943","West Central","2017",17,3,3,7,0,0,4,0,0,0
"2017","28",1,"6950","West Delaware County","2017",111,19,30,35,0,2,16,0,3,6
"2018","77",11,"6957","West Des Moines","2017",677,81,285,207,1,13,28,1,11,50
"2019","31",1,"6961","Western Dubuque","2017",314,41,109,78,0,3,62,0,2,19
"2020","43",13,"6969","West Harrison","2017",28,0,4,15,0,1,6,0,0,2
"2021","70",9,"6975","West Liberty","2017",98,3,26,52,1,0,9,0,2,5
"2022","60",12,"6983","West Lyon","2017",60,12,17,21,0,2,5,0,1,2
"2023","64",7,"6985","West Marshall","2017",67,2,19,36,0,1,3,0,5,1
"2024","67",12,"6987","West Monona","2017",32,3,8,14,1,1,1,0,1,3
"2025","84",12,"6990","West Sioux","2017",45,10,10,14,0,1,10,0,0,0
"2026","97",12,"6992","Westwood","2017",40,5,12,14,0,0,4,0,4,1
"2027","67",12,"7002","Whiting","2017",13,0,3,7,0,0,1,0,0,2
"2028","48",10,"7029","Williamsburg","2017",99,15,32,40,0,0,11,0,0,1
"2029","70",9,"7038","Wilton","2017",56,8,11,23,0,0,2,0,7,5
"2030","44",15,"7047","Winfield-Mt Union","2017",37,3,2,25,1,2,3,0,1,0
"2031","61",11,"7056","Winterset","2017",123,12,35,37,0,0,18,0,6,15
"2032","43",13,"7092","Woodbine","2017",21,3,5,7,0,0,5,0,0,1
"2033","97",12,"7098","Woodbury Central","2017",44,4,17,12,0,0,9,0,2,0
"2034","25",11,"7110","Woodward-Granger","2017",81,5,17,38,1,0,13,0,3,4
