"","district","district_name","overall_dropout","overall_enrollments","overall_rate","f_dropout","f_enrollments","f_rate","m_dropout","m_enrollments","m_rate","year"
"351",621,"Bettendorf",15,2252,0.67,8,1108,0.72,7,1144,0.61,2017
"352",657,"Eddyville-Blakesburg-",5,456,1.1,0,213,0,5,243,2.06,2017
"353",720,"Bondurant-Farrar",4,854,0.47,1,394,0.25,3,460,0.65,2017
"354",729,"Boone",8,953,0.84,4,468,0.85,4,485,0.82,2017
"355",747,"Boyden-Hull",4,317,1.26,0,150,0,4,167,2.4,2017
"356",819,"West Hancock",2,256,0.78,2,126,1.59,0,130,0,2017
"357",846,"Brooklyn-Guernsey-Malcom",2,250,0.8,2,143,1.4,0,107,0,2017
"358",873,"North Iowa",2,195,1.03,0,91,0,2,104,1.92,2017
"359",882,"Burlington",87,1630,5.34,41,809,5.07,46,821,5.6,2017
"360",914,"CAM",57,663,8.6,39,366,10.66,18,297,6.06,2017
"361",918,"Calamus-Wheatland",2,215,0.93,2,107,1.87,0,108,0,2017
"362",936,"Camanche",7,468,1.5,3,234,1.28,4,234,1.71,2017
"363",977,"Cardinal",3,327,0.92,1,166,0.6,2,161,1.24,2017
"364",981,"Carlisle",11,936,1.18,3,448,0.67,8,488,1.64,2017
"365",999,"Carroll",7,745,0.94,2,350,0.57,5,395,1.27,2017
"366",1044,"Cedar Falls",10,2345,0.43,1,1117,0.09,9,1228,0.73,2017
"367",1053,"Cedar Rapids",304,7487,4.06,143,3685,3.88,161,3802,4.23,2017
"368",1062,"Center Point-Urbana",4,703,0.57,2,344,0.58,2,359,0.56,2017
"369",1071,"Centerville",11,617,1.78,5,305,1.64,6,312,1.92,2017
"370",1079,"Central Lee",4,505,0.79,2,255,0.78,2,250,0.8,2017
"371",1080,"Central",0,202,0,0,113,0,0,89,0,2017
"372",1082,"Central DeWitt",6,752,0.8,1,347,0.29,5,405,1.23,2017
"373",1089,"Central City",0,207,0,0,105,0,0,102,0,2017
"374",1093,"Central Decatur",4,298,1.34,0,149,0,4,149,2.68,2017
"375",1095,"Central Lyon",4,311,1.29,2,155,1.29,2,156,1.28,2017
"376",1107,"Chariton",2,557,0.36,1,267,0.37,1,290,0.34,2017
"377",1116,"Charles City",20,761,2.63,12,375,3.2,8,386,2.07,2017
"378",1134,"Charter Oak-Ute",0,30,0,0,18,0,0,12,0,2017
"379",1152,"Cherokee",2,454,0.44,2,233,0.86,0,221,0,2017
"380",1197,"Clarinda",6,613,0.98,5,282,1.77,1,331,0.3,2017
"381",1206,"Clarion-Goldfield-Dows",14,428,3.27,7,215,3.26,7,213,3.29,2017
"382",1211,"Clarke",13,623,2.09,3,280,1.07,10,343,2.92,2017
"383",1215,"Clarksville",0,122,0,0,60,0,0,62,0,2017
"384",1218,"Clay Central-Everly",1,123,0.81,0,66,0,1,57,1.75,2017
"385",1221,"Clear Creek Amana",15,963,1.56,2,451,0.44,13,512,2.54,2017
"386",1233,"Clear Lake",10,604,1.66,2,264,0.76,8,340,2.35,2017
"387",1278,"Clinton",51,1451,3.51,26,709,3.67,25,742,3.37,2017
"388",1332,"Colfax-Mingo",1,330,0.3,1,169,0.59,0,161,0,2017
"389",1337,"College",34,2493,1.36,12,1231,0.97,22,1262,1.74,2017
"390",1350,"Collins-Maxwell",1,182,0.55,0,88,0,1,94,1.06,2017
"391",1359,"Colo-NESCO",1,211,0.47,0,106,0,1,105,0.95,2017
"392",1368,"Columbus",7,306,2.29,2,129,1.55,5,177,2.82,2017
"393",1413,"Coon Rapids-Bayard",2,185,1.08,0,94,0,2,91,2.2,2017
"394",1431,"Corning",6,186,3.23,3,85,3.53,3,101,2.97,2017
"395",1476,"Council Bluffs",76,3870,1.96,33,1885,1.75,43,1985,2.17,2017
"396",1503,"Creston",16,688,2.33,8,352,2.27,8,336,2.38,2017
"397",1576,"Dallas Center-Grimes",10,1233,0.81,7,620,1.13,3,613,0.49,2017
"398",1602,"Danville",7,304,2.3,1,142,0.7,6,162,3.7,2017
"399",1611,"Davenport",264,6798,3.88,110,3349,3.28,154,3449,4.47,2017
"400",1619,"Davis County",8,526,1.52,3,282,1.06,5,244,2.05,2017
"401",1638,"Decorah Community",2,853,0.23,1,416,0.24,1,437,0.23,2017
"402",1701,"Denison",26,1122,2.32,11,546,2.01,15,576,2.6,2017
"403",1719,"Denver",0,344,0,0,151,0,0,193,0,2017
"404",1737,"Des Moines Independent",612,14244,4.3,249,6954,3.58,363,7290,4.98,2017
"405",1782,"Diagonal",0,49,0,0,25,0,0,24,0,2017
"406",1791,"Dike-New Hartford",1,393,0.25,0,194,0,1,199,0.5,2017
"407",1863,"Dubuque",99,4850,2.04,40,2352,1.7,59,2498,2.36,2017
"408",1908,"Dunkerton",3,215,1.4,1,108,0.93,2,107,1.87,2017
"409",1917,"Boyer Valley",2,204,0.98,1,87,1.15,1,117,0.85,2017
"410",1926,"Durant",7,328,2.13,2,156,1.28,5,172,2.91,2017
