"","Graduating.Class","Fall.Freshman.Year","District","District.Name","Graduates","Total.Cohort","Graduation.Rate","Graduation.Rate.Category"
"2707",2011,2007,1062,"Center Point-Urbana",96,103,93.2,"90.1 - 100%"
"2708",2010,2006,387,"Atlantic",94,116,81,"80.1 - 90%"
"2709",2013,2009,2007,"Eldora-New Providence",67,72,93.1,"90.1 - 100%"
"2710",2013,2009,4978,"Orient-Macksburg",14,14,100,"90.1 - 100%"
"2711",2014,2010,916,"CAL",14,16,87.5,"80.1 - 90%"
"2712",2009,2005,1944,"Eagle Grove",71,76,93.4,"90.1 - 100%"
"2713",2015,2011,1095,"Central Lyon",35,37,94.6,"90.1 - 100%"
"2714",2012,2008,4662,"New Hampton",93,99,93.9,"90.1 - 100%"
"2715",2013,2009,2781,"Hampton-Dumont",80,83,96.4,"90.1 - 100%"
"2716",2014,2010,6930,"West Branch",62,70,88.6,"80.1 - 90%"
"2717",2015,2011,4662,"New Hampton",76,82,92.7,"90.1 - 100%"
"2718",2017,2013,1337,"College",332,360,92.2,"90.1 - 100%"
"2719",2009,2005,4131,"Mason City",251,300,83.7,"80.1 - 90%"
"2720",2017,2013,3555,"Lawton-Bronson",40,41,97.6,"90.1 - 100%"
"2721",2010,2006,4869,"Oelwein",92,110,83.6,"80.1 - 90%"
"2722",2009,2005,3744,"Lisbon",43,45,95.6,"90.1 - 100%"
"2723",2010,2006,6462,"Tri-County",27,28,96.4,"90.1 - 100%"
"2724",2013,2009,153,"North Butler",43,43,100,"90.1 - 100%"
"2725",2010,2006,3420,"Lake Mills",41,44,93.2,"90.1 - 100%"
"2726",2017,2013,1215,"Clarksville",18,19,94.7,"90.1 - 100%"
"2727",2012,2008,2113,"Essex",18,20,90,"80.1 - 90%"
"2728",2015,2011,2313,"Fort Dodge",201,254,79.1,"70.1 - 80%"
"2729",2010,2006,6138,"Springville",30,35,85.7,"80.1 - 90%"
"2730",2016,2012,2113,"Essex",15,15,100,"90.1 - 100%"
"2731",2010,2006,5805,"Saydel",114,126,90.5,"90.1 - 100%"
"2732",2010,2006,4419,"MFL MarMac",72,77,93.5,"90.1 - 100%"
"2733",2013,2009,27,"Adel-DeSoto-Minburn",86,88,97.7,"90.1 - 100%"
"2734",2013,2009,609,"Benton",114,126,90.5,"90.1 - 100%"
"2735",2009,2005,387,"Atlantic",115,137,83.9,"80.1 - 90%"
"2736",2011,2007,1152,"Cherokee",64,76,84.2,"80.1 - 90%"
"2737",2009,2005,3978,"Malvern",31,35,88.6,"80.1 - 90%"
"2738",2016,2012,3186,"Janesville Consolidated",29,29,100,"90.1 - 100%"
"2739",2013,2009,6759,"Wapello",48,59,81.4,"80.1 - 90%"
"2740",2012,2008,5139,"Paton-Churdan",10,10,100,"90.1 - 100%"
"2741",2012,2008,81,"Albia",67,74,90.5,"90.1 - 100%"
"2742",2011,2007,4033,"Maple Valley",58,65,89.2,"80.1 - 90%"
"2743",2009,2005,5877,"Sergeant Bluff-Luton",107,111,96.4,"90.1 - 100%"
"2744",2011,2007,6700,"Waco",29,34,85.3,"80.1 - 90%"
"2745",2017,2013,3042,"Hudson",33,35,94.3,"90.1 - 100%"
"2746",2015,2011,6094,"Southeast Warren",30,33,90.9,"90.1 - 100%"
"2747",2014,2010,6095,"South Hamilton",54,57,94.7,"90.1 - 100%"
"2748",2011,2007,4725,"Newton",230,248,92.7,"90.1 - 100%"
"2749",2010,2006,6990,"West Sioux",42,49,85.7,"80.1 - 90%"
"2750",2015,2011,7047,"Winfield-Mt Union",26,28,92.9,"90.1 - 100%"
"2751",2016,2012,6921,"West Bend-Mallard",32,34,94.1,"90.1 - 100%"
"2752",2012,2008,6969,"West Harrison",30,32,93.8,"90.1 - 100%"
"2753",2016,2012,5877,"Sergeant Bluff-Luton",107,112,95.5,"90.1 - 100%"
"2754",2014,2010,4122,"Martensdale-St Marys",32,33,97,"90.1 - 100%"
"2755",2011,2007,504,"Battle Creek-Ida Grove",73,75,97.3,"90.1 - 100%"
"2756",2014,2010,6099,"South O'Brien",52,58,89.7,"80.1 - 90%"
"2757",2013,2009,5163,"Pekin",45,47,95.7,"90.1 - 100%"
"2758",2011,2007,6093,"Solon",95,104,91.4,"90.1 - 100%"
"2759",2017,2013,3375,"Knoxville",122,127,96.1,"90.1 - 100%"
"2760",2015,2011,3691,"North Cedar",62,68,91.2,"90.1 - 100%"
"2761",2016,2012,2763,"Clayton Ridge",52,62,83.9,"80.1 - 90%"
"2762",2017,2013,5697,"Rudd-Rockford-Marble Rk",42,43,97.7,"90.1 - 100%"
"2763",2014,2010,1917,"Boyer Valley",28,30,93.3,"90.1 - 100%"
"2764",2017,2013,2766,"H-L-V",23,24,95.8,"90.1 - 100%"
"2765",2011,2007,6592,"Van Buren",51,53,96.2,"90.1 - 100%"
"2766",2009,2005,504,"Battle Creek-Ida Grove",61,63,96.8,"90.1 - 100%"
"2767",2011,2007,6471,"Tripoli",45,45,100,"90.1 - 100%"
"2768",2010,2006,657,"Eddyville-Blakesburg",64,67,95.5,"90.1 - 100%"
"2769",2013,2009,3465,"Lamoni",26,26,100,"90.1 - 100%"
"2770",2014,2010,6579,"Urbandale",263,269,97.8,"90.1 - 100%"
"2771",2013,2009,333,"Armstrong-Ringsted",51,52,98.1,"90.1 - 100%"
"2772",2015,2011,3600,"Le Mars",181,183,98.9,"90.1 - 100%"
"2773",2015,2011,2862,"Hartley-Melvin-Sanborn",54,62,87.1,"80.1 - 90%"
"2774",2010,2006,585,"Bellevue",62,62,100,"90.1 - 100%"
"2775",2013,2009,7047,"Winfield-Mt Union",25,28,89.3,"80.1 - 90%"
"2776",2011,2007,7056,"Winterset",123,128,96.1,"90.1 - 100%"
"2777",2009,2005,1095,"Central Lyon",52,55,94.6,"90.1 - 100%"
"2778",2010,2006,2369,"Fremont-Mills",36,38,94.7,"90.1 - 100%"
"2779",2016,2012,1576,"Dallas Center-Grimes",168,170,98.8,"90.1 - 100%"
"2780",2010,2006,4509,"Morning Sun",10,12,83.3,"80.1 - 90%"
"2781",2013,2009,6854,"Wayne",37,40,92.5,"90.1 - 100%"
"2782",2015,2011,1233,"Clear Lake",108,115,93.9,"90.1 - 100%"
"2783",2015,2011,6975,"West Liberty",59,64,92.2,"90.1 - 100%"
"2784",2015,2011,2727,"Grundy Center",36,36,100,"90.1 - 100%"
"2785",2010,2006,6091,"Southern Cal",46,50,92,"90.1 - 100%"
"2786",2009,2005,1963,"East Buchanan",45,46,97.8,"90.1 - 100%"
"2787",2009,2005,4554,"Mount Vernon",111,122,91,"90.1 - 100%"
"2788",2014,2010,5250,"Pleasant Valley",289,301,96,"90.1 - 100%"
"2789",2011,2007,1989,"Edgewood-Colesburg",50,52,96.2,"90.1 - 100%"
"2790",2009,2005,594,"Belmond-Klemme",45,47,95.7,"90.1 - 100%"
"2791",2010,2006,1152,"Cherokee",84,93,90.3,"90.1 - 100%"
"2792",2010,2006,819,"West Hancock",44,53,83,"80.1 - 90%"
"2793",2009,2005,1968,"East Marshall",71,77,92.2,"90.1 - 100%"
"2794",2017,2013,2556,"Graettinger-Terril",25,28,89.3,"80.1 - 90%"
"2795",2013,2009,3312,"Keokuk",144,160,90,"80.1 - 90%"
"2796",2015,2011,5463,"Red Oak",69,74,93.2,"90.1 - 100%"
"2797",2015,2011,2826,"Harlan",101,110,91.8,"90.1 - 100%"
"2798",2016,2012,1082,"Central DeWitt",121,130,93.1,"90.1 - 100%"
"2799",2014,2010,594,"Belmond-Klemme",45,45,100,"90.1 - 100%"
"2800",2014,2010,2846,"Harris-Lake Park",23,25,92,"90.1 - 100%"
"2801",2013,2009,747,"Boyden-Hull",38,41,92.7,"90.1 - 100%"
"2802",2013,2009,414,"Audubon",53,53,100,"90.1 - 100%"
"2803",2009,2005,7038,"Wilton",68,73,93.2,"90.1 - 100%"
"2804",2010,2006,2169,"Fairfield",138,154,89.6,"80.1 - 90%"
"2805",2009,2005,1967,"East Greene",26,27,96.3,"90.1 - 100%"
"2806",2015,2011,657,"Eddyville-Blakesburg- Fremont",60,69,87,"80.1 - 90%"
"2808",2016,2012,4131,"Mason City",243,266,91.4,"90.1 - 100%"
"2809",2011,2007,2097,"English Valleys",45,48,93.8,"90.1 - 100%"
"2810",2017,2013,63,"Akron Westfield",49,50,98,"90.1 - 100%"
"2811",2010,2006,6795,"Waterloo",573,779,73.6,"70.1 - 80%"
"2812",2013,2009,4518,"Moulton-Udell",26,26,100,"90.1 - 100%"
"2813",2013,2009,5310,"Postville",26,32,81.3,"80.1 - 90%"
"2814",2009,2005,3691,"North Cedar",74,85,87.1,"80.1 - 90%"
"2815",2013,2009,2466,"Gilbert",94,94,100,"90.1 - 100%"
"2816",2017,2013,6795,"Waterloo",584,694,84.2,"80.1 - 90%"
"2817",2013,2009,6921,"West Bend-Mallard",28,28,100,"90.1 - 100%"
"2818",2013,2009,6165,"Stanton",18,18,100,"90.1 - 100%"
"2819",2010,2006,4775,"Northeast Hamilton",20,21,95.2,"90.1 - 100%"
"2820",2009,2005,1082,"Central DeWitt",121,134,90.3,"90.1 - 100%"
"2821",2010,2006,2718,"Griswold",53,56,94.6,"90.1 - 100%"
"2822",2015,2011,441,"A-H-S-T",37,38,97.4,"90.1 - 100%"
"2823",2012,2008,1089,"Central City",30,32,93.8,"90.1 - 100%"
"2824",2013,2009,4777,"North Linn",44,46,95.7,"90.1 - 100%"
"2825",2016,2012,1359,"Colo-NESCO",27,28,96.4,"90.1 - 100%"
"2826",2016,2012,6100,"South Winneshiek",56,56,100,"90.1 - 100%"
"2827",2012,2008,2169,"Fairfield",106,131,80.9,"80.1 - 90%"
"2828",2009,2005,4775,"Northeast Hamilton",19,22,86.4,"80.1 - 90%"
"2829",2011,2007,873,"North Iowa",39,43,90.7,"90.1 - 100%"
"2830",2012,2008,5877,"Sergeant Bluff-Luton",106,112,94.6,"90.1 - 100%"
"2831",2013,2009,1093,"Central Decatur",67,71,94.4,"90.1 - 100%"
"2832",2012,2008,2502,"Gladbrook-Reinbeck",55,61,90.2,"90.1 - 100%"
"2833",2014,2010,1233,"Clear Lake",108,111,97.3,"90.1 - 100%"
"2834",2015,2011,1044,"Cedar Falls",320,336,95.2,"90.1 - 100%"
"2835",2015,2011,1503,"Creston",116,121,95.9,"90.1 - 100%"
"2836",2015,2011,4890,"Okoboji",60,67,89.6,"80.1 - 90%"
"2837",2015,2011,6867,"Webster City",123,132,93.2,"90.1 - 100%"
"2838",2011,2007,1044,"Cedar Falls",307,327,93.9,"90.1 - 100%"
"2839",2010,2006,2709,"Grinnell-Newburg",133,141,94.3,"90.1 - 100%"
"2840",2010,2006,2016,"Elk Horn-Kimballton",28,28,100,"90.1 - 100%"
"2841",2010,2006,6992,"Westwood",53,57,93,"90.1 - 100%"
"2842",2017,2013,472,"Ballard",130,134,97,"90.1 - 100%"
"2843",2017,2013,387,"Atlantic",98,104,94.2,"90.1 - 100%"
"2844",2014,2010,729,"Boone",173,190,91.1,"90.1 - 100%"
"2845",2017,2013,1206,"Clarion-Goldfield-Dows",69,76,90.8,"90.1 - 100%"
"2846",2010,2006,5697,"Rudd-Rockford-Marble Rk",53,54,98.2,"90.1 - 100%"
"2847",2009,2005,5949,"Sheldon",72,78,92.3,"90.1 - 100%"
"2848",2011,2007,2834,"Harmony",25,30,83.3,"80.1 - 90%"
"2849",2013,2009,6992,"Westwood",51,56,91.1,"90.1 - 100%"
"2851",2016,2012,6987,"West Monona",44,46,95.7,"90.1 - 100%"
"2852",2011,2007,6930,"West Branch",53,59,89.8,"80.1 - 90%"
"2853",2009,2005,6700,"Waco",36,41,87.8,"80.1 - 90%"
"2854",2011,2007,4446,"Monticello",101,104,97.1,"90.1 - 100%"
"2855",2016,2012,261,"Ankeny",620,639,97,"90.1 - 100%"
"2856",2013,2009,5166,"Pella",159,164,97,"90.1 - 100%"
"2857",2009,2005,6462,"Tri-County",28,31,90.3,"90.1 - 100%"
"2858",2016,2012,6165,"Stanton",14,14,100,"90.1 - 100%"
"2859",2009,2005,4599,"Nashua-Plainfield",51,55,92.7,"90.1 - 100%"
"2860",2011,2007,2502,"Gladbrook-Reinbeck",57,58,98.3,"90.1 - 100%"
"2861",2011,2007,1116,"Charles City",119,129,92.3,"90.1 - 100%"
"2862",2016,2012,3555,"Lawton-Bronson",45,47,95.7,"90.1 - 100%"
"2863",2016,2012,2673,"Nodaway Valley",44,44,100,"90.1 - 100%"
"2864",2011,2007,6460,"Tri-Center",42,50,84,"80.1 - 90%"
"2865",2015,2011,6937,"West Burlington Ind",59,62,95.2,"90.1 - 100%"
"2866",2016,2012,3154,"Iowa Valley",33,39,84.6,"80.1 - 90%"
"2867",2013,2009,4689,"New London",28,34,82.4,"80.1 - 90%"
"2868",2016,2012,414,"Audubon",55,56,98.2,"90.1 - 100%"
"2869",2009,2005,4356,"Missouri Valley",71,77,92.2,"90.1 - 100%"
"2870",2012,2008,6975,"West Liberty",66,74,89.2,"80.1 - 90%"
"2871",2015,2011,2376,"Galva-Holstein",57,59,96.6,"90.1 - 100%"
"2872",2016,2012,4784,"North Scott",209,225,92.9,"90.1 - 100%"
"2873",2016,2012,7056,"Winterset",132,134,98.5,"90.1 - 100%"
"2874",2009,2005,3348,"Kingsley-Pierson",37,40,92.5,"90.1 - 100%"
"2875",2015,2011,4527,"Mount Ayr",39,43,90.7,"90.1 - 100%"
"2876",2014,2010,4776,"North Mahaska",39,43,90.7,"90.1 - 100%"
"2877",2017,2013,6921,"West Bend-Mallard",26,26,100,"90.1 - 100%"
"2878",2013,2009,6615,"Van Meter",40,41,97.6,"90.1 - 100%"
"2879",2017,2013,3348,"Kingsley-Pierson",37,39,94.9,"90.1 - 100%"
"2880",2014,2010,4869,"Oelwein",81,88,92.1,"90.1 - 100%"
"2881",2015,2011,1863,"Dubuque",723,803,90,"80.1 - 90%"
"2882",2012,2008,441,"A-H-S-T",31,36,86.1,"80.1 - 90%"
"2883",2011,2007,3942,"Madrid",46,50,92,"90.1 - 100%"
"2884",2013,2009,7110,"Woodward-Granger",40,43,93,"90.1 - 100%"
"2885",2012,2008,1082,"Central DeWitt",115,121,95,"90.1 - 100%"
"2886",2017,2013,2862,"Hartley-Melvin-Sanborn",45,51,88.2,"80.1 - 90%"
"2887",2016,2012,1221,"Clear Creek Amana",114,135,84.4,"80.1 - 90%"
"2888",2013,2009,2502,"Gladbrook-Reinbeck",36,39,92.3,"90.1 - 100%"
"2889",2012,2008,1908,"Dunkerton",29,30,96.7,"90.1 - 100%"
"2890",2017,2013,2169,"Fairfield",105,119,88.2,"80.1 - 90%"
"2891",2011,2007,1332,"Colfax-Mingo",60,70,85.7,"80.1 - 90%"
"2892",2012,2008,4797,"Norwalk",151,153,98.7,"90.1 - 100%"
"2893",2016,2012,1970,"East Union",37,40,92.5,"90.1 - 100%"
"2894",2011,2007,81,"Albia",94,98,95.9,"90.1 - 100%"
"2895",2013,2009,3186,"Janesville",16,16,100,"90.1 - 100%"
"2897",2010,2006,3042,"Hudson",67,67,100,"90.1 - 100%"
"2898",2011,2007,4419,"MFL MarMac",64,68,94.1,"90.1 - 100%"
"2899",2014,2010,657,"Eddyville-Blakesburg- Fremont",52,56,92.9,"90.1 - 100%"
"2900",2013,2009,1080,"Central",43,44,97.7,"90.1 - 100%"
"2901",2013,2009,2113,"Essex",16,18,88.9,"80.1 - 90%"
"2902",2009,2005,2007,"Eldora-New Providence",70,72,97.2,"90.1 - 100%"
"2903",2014,2010,1944,"Eagle Grove",52,54,96.3,"90.1 - 100%"
"2904",2016,2012,621,"Bettendorf",348,373,93.3,"90.1 - 100%"
"2905",2012,2008,2511,"Glenwood",132,145,91,"90.1 - 100%"
"2906",2015,2011,846,"Brooklyn-Guernsey-Malcom",38,43,88.4,"80.1 - 90%"
"2907",2015,2011,6120,"Spirit Lake",92,101,91.1,"90.1 - 100%"
"2908",2010,2006,1368,"Columbus",52,59,88.1,"80.1 - 90%"
"2909",2016,2012,4689,"New London",39,42,92.9,"90.1 - 100%"
"2910",2011,2007,3204,"Jesup",68,74,91.9,"90.1 - 100%"
"2911",2017,2013,6094,"Southeast Warren",37,42,88.1,"80.1 - 90%"
"2912",2010,2006,5337,"Preston",28,29,96.6,"90.1 - 100%"
"2913",2016,2012,914,"CAM",69,86,80.2,"80.1 - 90%"
"2914",2017,2013,27,"Adel DeSoto Minburn",114,116,98.3,"90.1 - 100%"
"2915",2015,2011,4581,"Muscatine",316,381,82.9,"80.1 - 90%"
"2916",2014,2010,3195,"Greene County",78,85,91.8,"90.1 - 100%"
"2917",2013,2009,6095,"South Hamilton",50,50,100,"90.1 - 100%"
"2918",2011,2007,5805,"Saydel",95,103,92.2,"90.1 - 100%"
"2919",2012,2008,1476,"Council Bluffs",498,611,81.5,"80.1 - 90%"
"2920",2011,2007,6408,"Tipton",65,66,98.5,"90.1 - 100%"
"2921",2010,2006,3691,"North Cedar",78,86,90.7,"90.1 - 100%"
"2922",2012,2008,1221,"Clear Creek Amana",88,101,87.1,"80.1 - 90%"
"2923",2015,2011,1359,"Colo-NESCO",35,37,94.6,"90.1 - 100%"
"2924",2016,2012,1476,"Council Bluffs",507,582,87.1,"80.1 - 90%"
"2925",2010,2006,6264,"West Central Valley",57,60,95,"90.1 - 100%"
"2926",2009,2005,2520,"Glidden-Ralston",38,38,100,"90.1 - 100%"
"2927",2012,2008,3231,"Johnston",390,405,96.3,"90.1 - 100%"
"2928",2011,2007,3841,"Louisa-Muscatine",63,68,92.7,"90.1 - 100%"
"2929",2010,2006,4014,"Manning",71,75,94.7,"90.1 - 100%"
"2930",2009,2005,6003,"Sidney",25,29,86.2,"80.1 - 90%"
"2931",2016,2012,2826,"Harlan",128,135,94.8,"90.1 - 100%"
"2932",2017,2013,1908,"Dunkerton",31,32,96.9,"90.1 - 100%"
"2933",2016,2012,1638,"Decorah",152,153,99.4,"90.1 - 100%"
"2934",2012,2008,977,"Cardinal",66,67,98.5,"90.1 - 100%"
"2935",2012,2008,6534,"Underwood",46,49,93.9,"90.1 - 100%"
"2937",2013,2009,5139,"Paton-Churdan",11,12,91.7,"90.1 - 100%"
"2938",2016,2012,6822,"Waukee",537,541,99.3,"90.1 - 100%"
"2939",2014,2010,1968,"East Marshall",72,78,92.3,"90.1 - 100%"
"2940",2018,2014,9,"AGWSR",43,43,100,"90.1 - 100%"
"2942",2018,2014,27,"Adel DeSoto Minburn",123,126,97.62,"90.1 - 100%"
"2943",2018,2014,63,"Akron Westfield",39,40,97.5,"90.1 - 100%"
"2945",2018,2014,81,"Albia",71,72,98.61,"90.1 - 100%"
"2946",2018,2014,99,"Alburnett",46,49,93.88,"90.1 - 100%"
"2948",2018,2014,126,"Algona",101,108,93.52,"90.1 - 100%"
"2949",2018,2014,135,"Allamakee",80,83,96.39,"90.1 - 100%"
"2950",2018,2014,153,"North Butler",39,39,100,"90.1 - 100%"
"2951",2018,2014,171,"Alta-Aurelia",48,52,92.31,"90.1 - 100%"
"2952",2018,2014,225,"Ames",296,301,98.34,"90.1 - 100%"
"2953",2018,2014,234,"Anamosa",95,98,96.94,"90.1 - 100%"
"2955",2018,2014,261,"Ankeny",669,694,96.4,"90.1 - 100%"
"2956",2018,2014,279,"Aplington-Parkersburg",70,70,100,"90.1 - 100%"
"2957",2018,2014,333,"North Union",43,45,95.56,"90.1 - 100%"
"2958",2018,2014,355,"Ar-We-Va",14,15,93.33,"90.1 - 100%"
"2959",2018,2014,387,"Atlantic",107,113,94.69,"90.1 - 100%"
"2960",2018,2014,414,"Audubon",29,30,96.67,"90.1 - 100%"
"2961",2018,2014,441,"AHSTW",67,67,100,"90.1 - 100%"
"2962",2018,2014,472,"Ballard",133,134,99.25,"90.1 - 100%"
"2963",2018,2014,513,"Baxter",32,33,96.97,"90.1 - 100%"
"2964",2018,2014,540,"BCLUW",51,54,94.44,"90.1 - 100%"
"2965",2018,2014,549,"Bedford",25,27,92.59,"90.1 - 100%"
"2966",2018,2014,576,"Belle Plaine",36,36,100,"90.1 - 100%"
"2967",2018,2014,585,"Bellevue",44,45,97.78,"90.1 - 100%"
"2968",2018,2014,594,"Belmond-Klemme",48,50,96,"90.1 - 100%"
"2969",2018,2014,609,"Benton",101,116,87.07,"80.1 - 90%"
"2970",2018,2014,621,"Bettendorf",338,360,93.89,"90.1 - 100%"
"2971",2018,2014,657,"Eddyville-Blakesburg-",53,59,89.83,"80.1 - 90%"
"2972",2018,2014,720,"Bondurant-Farrar",122,126,96.83,"90.1 - 100%"
"2973",2018,2014,729,"Boone",180,193,93.26,"90.1 - 100%"
"2974",2018,2014,747,"Boyden-Hull",42,48,87.5,"80.1 - 90%"
"2975",2018,2014,819,"West Hancock",35,38,92.11,"90.1 - 100%"
"2976",2018,2014,846,"Brooklyn-Guernsey-Malcom",39,39,100,"90.1 - 100%"
"2977",2018,2014,873,"North Iowa",27,31,87.1,"80.1 - 90%"
"2978",2018,2014,882,"Burlington",212,268,79.1,"70.1 - 80%"
"2979",2018,2014,914,"CAM",77,99,77.78,"70.1 - 80%"
"2980",2018,2014,916,"CAL",20,21,95.24,"90.1 - 100%"
"2981",2018,2014,918,"Calamus-Wheatland",33,35,94.29,"90.1 - 100%"
"2982",2018,2014,936,"Camanche",71,80,88.75,"80.1 - 90%"
"2983",2018,2014,977,"Cardinal",43,44,97.73,"90.1 - 100%"
"2984",2018,2014,981,"Carlisle",142,151,94.04,"90.1 - 100%"
"2985",2018,2014,999,"Carroll",123,130,94.62,"90.1 - 100%"
"2986",2018,2014,1044,"Cedar Falls",336,347,96.83,"90.1 - 100%"
"2987",2018,2014,1053,"Cedar Rapids",978,1171,83.52,"80.1 - 90%"
"2988",2018,2014,1062,"Center Point-Urbana",107,115,93.04,"90.1 - 100%"
"2989",2018,2014,1071,"Centerville",87,97,89.69,"80.1 - 90%"
"2990",2018,2014,1079,"Central Lee",86,88,97.73,"90.1 - 100%"
"2991",2018,2014,1080,"Central",36,37,97.3,"90.1 - 100%"
"2992",2018,2014,1082,"Central DeWitt",115,123,93.5,"90.1 - 100%"
"2993",2018,2014,1089,"Central City",30,33,90.91,"90.1 - 100%"
"2994",2018,2014,1093,"Central Decatur",41,42,97.62,"90.1 - 100%"
"2995",2018,2014,1095,"Central Lyon",38,42,90.48,"90.1 - 100%"
"2996",2018,2014,1107,"Chariton",81,81,100,"90.1 - 100%"
"2997",2018,2014,1116,"Charles City",112,117,95.73,"90.1 - 100%"
"2999",2018,2014,1152,"Cherokee",67,70,95.71,"90.1 - 100%"
"3000",2018,2014,1197,"Clarinda",73,77,94.81,"90.1 - 100%"
"3001",2018,2014,1206,"Clarion-Goldfield-Dows",69,73,94.52,"90.1 - 100%"
"3002",2018,2014,1211,"Clarke",91,98,92.86,"90.1 - 100%"
"3003",2018,2014,1215,"Clarksville",21,22,95.45,"90.1 - 100%"
"3004",2018,2014,1218,"Clay Central-Everly",22,22,100,"90.1 - 100%"
"3005",2018,2014,1221,"Clear Creek Amana",122,129,94.57,"90.1 - 100%"
"3006",2018,2014,1233,"Clear Lake",103,110,93.64,"90.1 - 100%"
"3007",2018,2014,1278,"Clinton",184,231,79.65,"70.1 - 80%"
"3008",2018,2014,1332,"Colfax-Mingo",43,44,97.73,"90.1 - 100%"
"3009",2018,2014,1337,"College",360,390,92.31,"90.1 - 100%"
"3010",2018,2014,1350,"Collins-Maxwell",37,37,100,"90.1 - 100%"
"3011",2018,2014,1359,"Colo-NESCO",29,32,90.63,"90.1 - 100%"
"3012",2018,2014,1368,"Columbus",46,57,80.7,"80.1 - 90%"
"3013",2018,2014,1413,"Coon Rapids-Bayard",28,29,96.55,"90.1 - 100%"
"3014",2018,2014,1431,"Corning",47,48,97.92,"90.1 - 100%"
"3015",2018,2014,1476,"Council Bluffs",536,616,87.01,"80.1 - 90%"
"3016",2018,2014,1503,"Creston",115,123,93.5,"90.1 - 100%"
"3017",2018,2014,1576,"Dallas Center-Grimes",189,195,96.92,"90.1 - 100%"
"3018",2018,2014,1602,"Danville",37,43,86.05,"80.1 - 90%"
"3019",2018,2014,1611,"Davenport",896,1094,81.9,"80.1 - 90%"
"3020",2018,2014,1619,"Davis County",69,72,95.83,"90.1 - 100%"
"3021",2018,2014,1638,"Decorah Community",125,127,98.43,"90.1 - 100%"
"3022",2018,2014,1701,"Denison",164,187,87.7,"80.1 - 90%"
"3023",2018,2014,1719,"Denver",51,51,100,"90.1 - 100%"
"3024",2018,2014,1737,"Des Moines Independent",1799,2228,80.75,"80.1 - 90%"
"3026",2018,2014,1791,"Dike-New Hartford",58,58,100,"90.1 - 100%"
"3027",2018,2014,1863,"Dubuque",700,787,88.95,"80.1 - 90%"
"3028",2018,2014,1908,"Dunkerton",36,39,92.31,"90.1 - 100%"
"3029",2018,2014,1917,"Boyer Valley",39,40,97.5,"90.1 - 100%"
"3030",2018,2014,1926,"Durant",40,49,81.63,"80.1 - 90%"
"3031",2018,2014,1944,"Eagle Grove",48,56,85.71,"80.1 - 90%"
"3032",2018,2014,1953,"Earlham",56,56,100,"90.1 - 100%"
"3033",2018,2014,1963,"East Buchanan",49,50,98,"90.1 - 100%"
"3034",2018,2014,1965,"Easton Valley",34,35,97.14,"90.1 - 100%"
"3035",2018,2014,1968,"East Marshall",69,73,94.52,"90.1 - 100%"
"3036",2018,2014,1970,"East Union",28,31,90.32,"90.1 - 100%"
"3037",2018,2014,1972,"Eastern Allamakee",23,23,100,"90.1 - 100%"
"3038",2018,2014,1975,"River Valley",28,29,96.55,"90.1 - 100%"
"3039",2018,2014,1989,"Edgewood-Colesburg",37,40,92.5,"90.1 - 100%"
"3040",2018,2014,2007,"Eldora-New Providence",57,61,93.44,"90.1 - 100%"
"3041",2018,2014,2088,"Emmetsburg",55,62,88.71,"80.1 - 90%"
"3042",2018,2014,2097,"English Valleys",22,25,88,"80.1 - 90%"
"3043",2018,2014,2113,"Essex",22,23,95.65,"90.1 - 100%"
"3044",2018,2014,2124,"Estherville Lincoln",89,95,93.68,"90.1 - 100%"
"3045",2018,2014,2151,"Exira-Elk Horn-",28,28,100,"90.1 - 100%"
"3046",2018,2014,2169,"Fairfield",100,112,89.29,"80.1 - 90%"
"3047",2018,2014,2295,"Forest City",95,99,95.96,"90.1 - 100%"
"3048",2018,2014,2313,"Fort Dodge",237,278,85.25,"80.1 - 90%"
"3049",2018,2014,2322,"Fort Madison",118,132,89.39,"80.1 - 90%"
"3050",2018,2014,2369,"Fremont-Mills",25,27,92.59,"90.1 - 100%"
"3051",2018,2014,2376,"Galva-Holstein",51,52,98.08,"90.1 - 100%"
"3052",2018,2014,2403,"Garner-Hayfield-Ventura",91,92,98.91,"90.1 - 100%"
"3053",2018,2014,2457,"George-Little Rock",34,37,91.89,"90.1 - 100%"
"3054",2018,2014,2466,"Gilbert",105,107,98.13,"90.1 - 100%"
"3055",2018,2014,2502,"Gladbrook-Reinbeck",42,43,97.67,"90.1 - 100%"
"3056",2018,2014,2511,"Glenwood",126,134,94.03,"90.1 - 100%"
"3057",2018,2014,2520,"Glidden-Ralston",17,17,100,"90.1 - 100%"
"3058",2018,2014,2556,"Graettinger-Terril",15,17,88.24,"80.1 - 90%"
"3059",2018,2014,2673,"Nodaway Valley",32,34,94.12,"90.1 - 100%"
"3060",2018,2014,2682,"GMG",30,30,100,"90.1 - 100%"
"3061",2018,2014,2709,"Grinnell-Newburg",113,125,90.4,"90.1 - 100%"
"3062",2018,2014,2718,"Griswold",44,46,95.65,"90.1 - 100%"
"3063",2018,2014,2727,"Grundy Center",48,49,97.96,"90.1 - 100%"
"3064",2018,2014,2754,"Guthrie Center",54,56,96.43,"90.1 - 100%"
"3065",2018,2014,2763,"Clayton Ridge",81,98,82.65,"80.1 - 90%"
"3066",2018,2014,2766,"H-L-V",20,22,90.91,"90.1 - 100%"
