"","Graduating.Class","Fall.Freshman.Year","District","District.Name","Graduates","Total.Cohort","Graduation.Rate","Graduation.Rate.Category"
"3068",2018,2014,2781,"Hampton-Dumont",66,72,91.67,"90.1 - 100%"
"3069",2018,2014,2826,"Harlan",138,140,98.57,"90.1 - 100%"
"3070",2018,2014,2846,"Harris-Lake Park",19,19,100,"90.1 - 100%"
"3071",2018,2014,2862,"Hartley-Melvin-Sanborn",36,39,92.31,"90.1 - 100%"
"3072",2018,2014,2977,"Highland",41,44,93.18,"90.1 - 100%"
"3073",2018,2014,2988,"Hinton",48,50,96,"90.1 - 100%"
"3074",2018,2014,3029,"Howard-Winneshiek",94,97,96.91,"90.1 - 100%"
"3076",2018,2014,3042,"Hudson",43,44,97.73,"90.1 - 100%"
"3077",2018,2014,3060,"Humboldt",99,107,92.52,"90.1 - 100%"
"3078",2018,2014,3105,"Independence",104,111,93.69,"90.1 - 100%"
"3079",2018,2014,3114,"Indianola",268,277,96.75,"90.1 - 100%"
"3080",2018,2014,3119,"Interstate 35",66,66,100,"90.1 - 100%"
"3081",2018,2014,3141,"Iowa City",857,946,90.59,"90.1 - 100%"
"3082",2018,2014,3150,"Iowa Falls",91,101,90.1,"90.1 - 100%"
"3083",2018,2014,3154,"Iowa Valley",29,30,96.67,"90.1 - 100%"
"3084",2018,2014,3168,"IKM-Manning",43,45,95.56,"90.1 - 100%"
"3085",2018,2014,3186,"Janesville Consolidated",30,30,100,"90.1 - 100%"
"3086",2018,2014,3195,"Greene County",92,111,82.88,"80.1 - 90%"
"3087",2018,2014,3204,"Jesup",46,51,90.2,"90.1 - 100%"
"3088",2018,2014,3231,"Johnston",477,499,95.59,"90.1 - 100%"
"3089",2018,2014,3312,"Keokuk",135,158,85.44,"80.1 - 90%"
"3090",2018,2014,3330,"Keota",21,21,100,"90.1 - 100%"
"3091",2018,2014,3348,"Kingsley-Pierson",37,38,97.37,"90.1 - 100%"
"3092",2018,2014,3375,"Knoxville",113,117,96.58,"90.1 - 100%"
"3093",2018,2014,3420,"Lake Mills",51,54,94.44,"90.1 - 100%"
"3094",2018,2014,3465,"Lamoni",25,27,92.59,"90.1 - 100%"
"3096",2018,2014,3555,"Lawton-Bronson",39,39,100,"90.1 - 100%"
"3097",2018,2014,3600,"Le Mars",156,161,96.89,"90.1 - 100%"
"3098",2018,2014,3609,"Lenox",40,40,100,"90.1 - 100%"
"3099",2018,2014,3645,"Lewis Central",213,232,91.81,"90.1 - 100%"
"3100",2018,2014,3691,"North Cedar",53,64,82.81,"80.1 - 90%"
"3101",2018,2014,3715,"Linn-Mar",512,548,93.43,"90.1 - 100%"
"3102",2018,2014,3744,"Lisbon",43,48,89.58,"80.1 - 90%"
"3103",2018,2014,3798,"Logan-Magnolia",59,61,96.72,"90.1 - 100%"
"3104",2018,2014,3816,"Lone Tree",28,29,96.55,"90.1 - 100%"
"3105",2018,2014,3841,"Louisa-Muscatine",59,64,92.19,"90.1 - 100%"
"3107",2018,2014,3906,"Lynnville-Sully",38,39,97.44,"90.1 - 100%"
"3108",2018,2014,3942,"Madrid",48,50,96,"90.1 - 100%"
"3109",2018,2014,3978,"East Mills",24,24,100,"90.1 - 100%"
"3110",2018,2014,4023,"Manson Northwest Webster",49,54,90.74,"90.1 - 100%"
"3111",2018,2014,4033,"Maple Valley-Anthon Oto",51,55,92.73,"90.1 - 100%"
"3112",2018,2014,4041,"Maquoketa",96,105,91.43,"90.1 - 100%"
"3113",2018,2014,4043,"Maquoketa Valley",51,52,98.08,"90.1 - 100%"
"3114",2018,2014,4068,"Marcus-Meriden-Cleghorn",40,40,100,"90.1 - 100%"
"3115",2018,2014,4086,"Marion Independent",168,175,96,"90.1 - 100%"
"3116",2018,2014,4104,"Marshalltown",331,377,87.8,"80.1 - 90%"
"3117",2018,2014,4122,"Martensdale-St Marys",47,48,97.92,"90.1 - 100%"
"3118",2018,2014,4131,"Mason City",237,265,89.43,"80.1 - 90%"
"3119",2018,2014,4149,"MOC-Floyd Valley",89,91,97.8,"90.1 - 100%"
"3120",2018,2014,4203,"Mediapolis",52,56,92.86,"90.1 - 100%"
"3121",2018,2014,4212,"Melcher-Dallas",18,20,90,"90.1 - 100%"
"3122",2018,2014,4269,"Midland",32,36,88.89,"80.1 - 90%"
"3123",2018,2014,4271,"Mid-Prairie",81,87,93.1,"90.1 - 100%"
"3124",2018,2014,4356,"Missouri Valley",68,69,98.55,"90.1 - 100%"
"3125",2018,2014,4419,"MFL MarMac",47,47,100,"90.1 - 100%"
"3126",2018,2014,4437,"Montezuma",37,39,94.87,"90.1 - 100%"
"3127",2018,2014,4446,"Monticello",79,81,97.53,"90.1 - 100%"
"3128",2018,2014,4491,"Moravia",23,25,92,"90.1 - 100%"
"3129",2018,2014,4505,"Mormon Trail",10,11,90.91,"90.1 - 100%"
"3130",2018,2014,4509,"Morning Sun",14,14,100,"90.1 - 100%"
"3131",2018,2014,4518,"Moulton-Udell",11,11,100,"90.1 - 100%"
"3132",2018,2014,4527,"Mount Ayr",47,48,97.92,"90.1 - 100%"
"3133",2018,2014,4536,"Mount Pleasant",128,143,89.51,"80.1 - 90%"
"3134",2018,2014,4554,"Mount Vernon",90,98,91.84,"90.1 - 100%"
"3135",2018,2014,4572,"Murray",20,22,90.91,"90.1 - 100%"
"3136",2018,2014,4581,"Muscatine",295,351,84.05,"80.1 - 90%"
"3137",2018,2014,4599,"Nashua-Plainfield",55,56,98.21,"90.1 - 100%"
"3138",2018,2014,4617,"Nevada",115,120,95.83,"90.1 - 100%"
"3139",2018,2014,4644,"Newell-Fonda",44,46,95.65,"90.1 - 100%"
"3140",2018,2014,4662,"New Hampton",83,90,92.22,"90.1 - 100%"
"3141",2018,2014,4689,"New London",41,42,97.62,"90.1 - 100%"
"3142",2018,2014,4725,"Newton",212,228,92.98,"90.1 - 100%"
"3143",2018,2014,4772,"Central Springs",55,56,98.21,"90.1 - 100%"
"3144",2018,2014,4773,"Northeast",74,77,96.1,"90.1 - 100%"
"3145",2018,2014,4774,"North Fayette Valley",85,90,94.44,"90.1 - 100%"
"3146",2018,2014,4776,"North Mahaska",40,41,97.56,"90.1 - 100%"
"3147",2018,2014,4777,"North Linn",40,42,95.24,"90.1 - 100%"
"3149",2018,2014,4779,"North Polk",102,106,96.23,"90.1 - 100%"
"3150",2018,2014,4784,"North Scott",219,231,94.81,"90.1 - 100%"
"3151",2018,2014,4785,"North Tama County",33,33,100,"90.1 - 100%"
"3152",2018,2014,4788,"Northwood-Kensett",41,41,100,"90.1 - 100%"
"3153",2018,2014,4797,"Norwalk",201,208,96.63,"90.1 - 100%"
"3154",2018,2014,4860,"Odebolt Arthur Battle Creek Ida Grove",65,66,98.48,"90.1 - 100%"
"3155",2018,2014,4869,"Oelwein",62,76,81.58,"80.1 - 90%"
"3156",2018,2014,4878,"Ogden",52,55,94.55,"90.1 - 100%"
"3157",2018,2014,4890,"Okoboji",52,55,94.55,"90.1 - 100%"
"3159",2018,2014,4978,"Orient-Macksburg",11,11,100,"90.1 - 100%"
"3160",2018,2014,4995,"Osage",74,74,100,"90.1 - 100%"
"3161",2018,2014,5013,"Oskaloosa",152,170,89.41,"80.1 - 90%"
"3162",2018,2014,5049,"Ottumwa",259,284,91.2,"90.1 - 100%"
"3163",2018,2014,5121,"Panorama",58,59,98.31,"90.1 - 100%"
"3164",2018,2014,5139,"Paton-Churdan",11,11,100,"90.1 - 100%"
"3165",2018,2014,5160,"PCM",65,66,98.48,"90.1 - 100%"
"3166",2018,2014,5163,"Pekin",60,61,98.36,"90.1 - 100%"
"3167",2018,2014,5166,"Pella",156,161,96.89,"90.1 - 100%"
"3168",2018,2014,5184,"Perry",157,159,98.74,"90.1 - 100%"
"3169",2018,2014,5250,"Pleasant Valley",369,378,97.62,"90.1 - 100%"
"3170",2018,2014,5256,"Pleasantville",60,65,92.31,"90.1 - 100%"
"3171",2018,2014,5283,"Pocahontas Area",44,49,89.8,"80.1 - 90%"
"3172",2018,2014,5310,"Postville",41,52,78.85,"70.1 - 80%"
"3173",2018,2014,5325,"Prairie Valley",74,74,100,"90.1 - 100%"
"3174",2018,2014,5463,"Red Oak",68,76,89.47,"80.1 - 90%"
"3176",2018,2014,5508,"Riceville",29,31,93.55,"90.1 - 100%"
"3177",2018,2014,5510,"Riverside",36,39,92.31,"90.1 - 100%"
"3178",2018,2014,5607,"Rock Valley",50,50,100,"90.1 - 100%"
"3179",2018,2014,5643,"Roland-Story",76,80,95,"90.1 - 100%"
"3180",2018,2014,5697,"Rudd-Rockford-Marble Rk",46,47,97.87,"90.1 - 100%"
"3181",2018,2014,5724,"Ruthven-Ayrshire",13,14,92.86,"90.1 - 100%"
"3182",2018,2014,5751,"St Ansgar",51,51,100,"90.1 - 100%"
"3183",2018,2014,5805,"Saydel",94,101,93.07,"90.1 - 100%"
"3186",2018,2014,5877,"Sergeant Bluff-Luton",113,114,99.12,"90.1 - 100%"
"3187",2018,2014,5895,"Seymour",14,15,93.33,"90.1 - 100%"
"3188",2018,2014,5922,"West Fork",55,56,98.21,"90.1 - 100%"
"3189",2018,2014,5949,"Sheldon",75,86,87.21,"80.1 - 90%"
"3190",2018,2014,5976,"Shenandoah",78,79,98.73,"90.1 - 100%"
"3191",2018,2014,5994,"Sibley-Ocheyedan",60,64,93.75,"90.1 - 100%"
"3192",2018,2014,6003,"Sidney",29,30,96.67,"90.1 - 100%"
"3193",2018,2014,6012,"Sigourney",40,44,90.91,"90.1 - 100%"
"3194",2018,2014,6030,"Sioux Center",76,96,79.17,"70.1 - 80%"
"3195",2018,2014,6035,"Sioux Central",56,61,91.8,"90.1 - 100%"
"3196",2018,2014,6039,"Sioux City",826,966,85.51,"80.1 - 90%"
"3197",2018,2014,6091,"South Central Calhoun",66,70,94.29,"90.1 - 100%"
"3198",2018,2014,6093,"Solon",107,113,94.69,"90.1 - 100%"
"3199",2018,2014,6094,"Southeast Warren",38,40,95,"90.1 - 100%"
"3200",2018,2014,6095,"South Hamilton",60,61,98.36,"90.1 - 100%"
"3202",2018,2014,6097,"South Page",10,10,100,"90.1 - 100%"
"3203",2018,2014,6098,"South Tama County",117,123,95.12,"90.1 - 100%"
"3204",2018,2014,6099,"South O'Brien",41,50,82,"80.1 - 90%"
"3205",2018,2014,6100,"South Winneshiek",54,57,94.74,"90.1 - 100%"
"3206",2018,2014,6101,"Southeast Polk",467,492,94.92,"90.1 - 100%"
"3207",2018,2014,6102,"Spencer",131,139,94.24,"90.1 - 100%"
"3208",2018,2014,6120,"Spirit Lake",98,107,91.59,"90.1 - 100%"
"3209",2018,2014,6138,"Springville",28,29,96.55,"90.1 - 100%"
"3210",2018,2014,6165,"Stanton",16,16,100,"90.1 - 100%"
"3211",2018,2014,6175,"Starmont",48,51,94.12,"90.1 - 100%"
"3212",2018,2014,6219,"Storm Lake",103,159,64.78,"60.1 - 70%"
"3214",2018,2014,6264,"West Central Valley",49,50,98,"90.1 - 100%"
"3215",2018,2014,6273,"Sumner-Fredericksburg",38,40,95,"90.1 - 100%"
"3216",2018,2014,6408,"Tipton",61,66,92.42,"90.1 - 100%"
"3217",2018,2014,6453,"Treynor",43,45,95.56,"90.1 - 100%"
"3218",2018,2014,6460,"Tri-Center",47,47,100,"90.1 - 100%"
"3219",2018,2014,6462,"Tri-County",27,27,100,"90.1 - 100%"
"3220",2018,2014,6471,"Tripoli",38,41,92.68,"90.1 - 100%"
"3221",2018,2014,6509,"Turkey Valley",31,32,96.88,"90.1 - 100%"
"3222",2018,2014,6512,"Twin Cedars",22,23,95.65,"90.1 - 100%"
"3224",2018,2014,6534,"Underwood",62,64,96.88,"90.1 - 100%"
"3225",2018,2014,6536,"Union",75,83,90.36,"90.1 - 100%"
"3227",2018,2014,6579,"Urbandale",279,296,94.26,"90.1 - 100%"
"3228",2018,2014,6592,"Van Buren",64,67,95.52,"90.1 - 100%"
"3229",2018,2014,6615,"Van Meter",62,62,100,"90.1 - 100%"
"3231",2018,2014,6660,"Vinton-Shellsburg",102,109,93.58,"90.1 - 100%"
"3232",2018,2014,6700,"Waco",26,30,86.67,"80.1 - 90%"
"3233",2018,2014,6741,"East Sac County",70,72,97.22,"90.1 - 100%"
"3234",2018,2014,6759,"Wapello",45,51,88.24,"80.1 - 90%"
"3235",2018,2014,6762,"Wapsie Valley",50,51,98.04,"90.1 - 100%"
"3236",2018,2014,6768,"Washington",131,147,89.12,"80.1 - 90%"
"3237",2018,2014,6795,"Waterloo",588,698,84.24,"80.1 - 90%"
"3238",2018,2014,6822,"Waukee",590,599,98.5,"90.1 - 100%"
"3239",2018,2014,6840,"Waverly-Shell Rock",148,164,90.24,"90.1 - 100%"
"3240",2018,2014,6854,"Wayne",48,48,100,"90.1 - 100%"
"3241",2018,2014,6867,"Webster City",110,117,94.02,"90.1 - 100%"
"3242",2018,2014,6921,"West Bend-Mallard",26,26,100,"90.1 - 100%"
"3243",2018,2014,6930,"West Branch",58,65,89.23,"80.1 - 90%"
"3244",2018,2014,6937,"West Burlington Ind",56,59,94.92,"90.1 - 100%"
"3245",2018,2014,6943,"West Central",15,15,100,"90.1 - 100%"
"3246",2018,2014,6950,"West Delaware County",108,112,96.43,"90.1 - 100%"
"3247",2018,2014,6957,"West Des Moines",643,692,92.92,"90.1 - 100%"
"3248",2018,2014,6961,"Western Dubuque",308,315,97.78,"90.1 - 100%"
"3249",2018,2014,6969,"West Harrison",27,30,90,"90.1 - 100%"
"3250",2018,2014,6975,"West Liberty",97,102,95.1,"90.1 - 100%"
"3251",2018,2014,6983,"West Lyon",61,62,98.39,"90.1 - 100%"
"3252",2018,2014,6985,"West Marshall",67,69,97.1,"90.1 - 100%"
"3253",2018,2014,6987,"West Monona",31,35,88.57,"80.1 - 90%"
"3254",2018,2014,6990,"West Sioux",42,50,84,"80.1 - 90%"
"3255",2018,2014,6992,"Westwood",40,40,100,"90.1 - 100%"
"3256",2018,2014,7002,"Whiting",13,14,92.86,"90.1 - 100%"
"3257",2018,2014,7029,"Williamsburg",98,102,96.08,"90.1 - 100%"
"3258",2018,2014,7038,"Wilton",55,56,98.21,"90.1 - 100%"
"3259",2018,2014,7047,"Winfield-Mt Union",27,29,93.1,"90.1 - 100%"
"3260",2018,2014,7056,"Winterset",120,123,97.56,"90.1 - 100%"
"3261",2018,2014,7092,"Woodbine",21,21,100,"90.1 - 100%"
"3262",2018,2014,7098,"Woodbury Central",45,46,97.83,"90.1 - 100%"
"3263",2018,2014,7110,"Woodward-Granger",65,65,100,"90.1 - 100%"
"3265",2019,2015,9,"AGWSR",40,40,100,"90.1 - 100%"
"3266",2019,2015,27,"Adel DeSoto Minburn",115,115,100,"90.1 - 100%"
"3267",2019,2015,63,"Akron Westfield",39,39,100,"90.1 - 100%"
"3268",2019,2015,355,"Ar-We-Va",13,13,100,"90.1 - 100%"
"3269",2019,2015,414,"Audubon",27,27,100,"90.1 - 100%"
"3270",2019,2015,513,"Baxter",32,32,100,"90.1 - 100%"
"3271",2019,2015,549,"Bedford",27,27,100,"90.1 - 100%"
"3272",2019,2015,873,"North Iowa",33,33,100,"90.1 - 100%"
"3273",2019,2015,1080,"Central",29,29,100,"90.1 - 100%"
"3274",2019,2015,1095,"Central Lyon",44,44,100,"90.1 - 100%"
"3275",2019,2015,1215,"Clarksville",21,21,100,"90.1 - 100%"
"3276",2019,2015,1359,"Colo-NESCO",32,32,100,"90.1 - 100%"
"3277",2019,2015,1719,"Denver",52,52,100,"90.1 - 100%"
"3278",2019,2015,1908,"Dunkerton",31,31,100,"90.1 - 100%"
"3279",2019,2015,1963,"East Buchanan",40,40,100,"90.1 - 100%"
"3280",2019,2015,1972,"Eastern Allamakee",26,26,100,"90.1 - 100%"
"3281",2019,2015,2113,"Essex",15,15,100,"90.1 - 100%"
"3282",2019,2015,2151,"Exira-Elk Horn-",23,23,100,"90.1 - 100%"
"3283",2019,2015,2376,"Galva-Holstein",49,49,100,"90.1 - 100%"
"3284",2019,2015,2520,"Glidden-Ralston",26,26,100,"90.1 - 100%"
"3285",2019,2015,2718,"Griswold",40,40,100,"90.1 - 100%"
"3286",2019,2015,3029,"Howard-Winneshiek",89,89,100,"90.1 - 100%"
"3287",2019,2015,3042,"Hudson",41,41,100,"90.1 - 100%"
"3288",2019,2015,3168,"IKM-Manning",54,54,100,"90.1 - 100%"
"3289",2019,2015,3330,"Keota",20,20,100,"90.1 - 100%"
"3290",2019,2015,3348,"Kingsley-Pierson",33,33,100,"90.1 - 100%"
"3291",2019,2015,3465,"Lamoni",14,14,100,"90.1 - 100%"
"3292",2019,2015,3555,"Lawton-Bronson",48,48,100,"90.1 - 100%"
"3293",2019,2015,3609,"Lenox",35,35,100,"90.1 - 100%"
"3294",2019,2015,4043,"Maquoketa Valley",53,53,100,"90.1 - 100%"
"3295",2019,2015,4068,"Marcus-Meriden-Cleghorn",36,36,100,"90.1 - 100%"
"3296",2019,2015,4419,"MFL MarMac",60,60,100,"90.1 - 100%"
"3297",2019,2015,4572,"Murray",25,25,100,"90.1 - 100%"
"3298",2019,2015,4644,"Newell-Fonda",30,30,100,"90.1 - 100%"
"3299",2019,2015,4772,"Central Springs",58,58,100,"90.1 - 100%"
"3300",2019,2015,5139,"Paton-Churdan",17,17,100,"90.1 - 100%"
"3301",2019,2015,5697,"Rudd-Rockford-Marble Rk",44,44,100,"90.1 - 100%"
"3302",2019,2015,5724,"Ruthven-Ayrshire",16,16,100,"90.1 - 100%"
"3303",2019,2015,5751,"St Ansgar",48,48,100,"90.1 - 100%"
"3304",2019,2015,6095,"South Hamilton",55,55,100,"90.1 - 100%"
"3305",2019,2015,6097,"South Page",11,11,100,"90.1 - 100%"
"3306",2019,2015,6165,"Stanton",18,18,100,"90.1 - 100%"
"3307",2019,2015,6175,"Starmont",34,34,100,"90.1 - 100%"
"3308",2019,2015,6453,"Treynor",59,59,100,"90.1 - 100%"
"3309",2019,2015,6462,"Tri-County",13,13,100,"90.1 - 100%"
"3310",2019,2015,6509,"Turkey Valley",25,25,100,"90.1 - 100%"
"3311",2019,2015,6921,"West Bend-Mallard",24,24,100,"90.1 - 100%"
"3312",2019,2015,6969,"West Harrison",25,25,100,"90.1 - 100%"
"3313",2019,2015,6987,"West Monona",37,37,100,"90.1 - 100%"
"3314",2019,2015,6992,"Westwood",41,41,100,"90.1 - 100%"
"3315",2019,2015,7056,"Winterset",123,124,99.19,"90.1 - 100%"
"3316",2019,2015,5643,"Roland-Story",94,95,98.95,"90.1 - 100%"
"3317",2019,2015,6822,"Waukee",647,654,98.93,"90.1 - 100%"
"3318",2019,2015,2403,"Garner-Hayfield-Ventura",85,86,98.84,"90.1 - 100%"
"3319",2019,2015,6534,"Underwood",74,75,98.67,"90.1 - 100%"
"3320",2019,2015,6961,"Western Dubuque",283,287,98.61,"90.1 - 100%"
"3321",2019,2015,6615,"Van Meter",68,69,98.55,"90.1 - 100%"
"3322",2019,2015,4797,"Norwalk",198,201,98.51,"90.1 - 100%"
"3323",2019,2015,1791,"Dike-New Hartford",65,66,98.48,"90.1 - 100%"
"3324",2019,2015,2988,"Hinton",64,65,98.46,"90.1 - 100%"
"3325",2019,2015,585,"Bellevue",59,60,98.33,"90.1 - 100%"
"3326",2019,2015,5607,"Rock Valley",58,59,98.31,"90.1 - 100%"
"3327",2019,2015,2466,"Gilbert",114,116,98.28,"90.1 - 100%"
"3328",2019,2015,6983,"West Lyon",56,57,98.25,"90.1 - 100%"
"3329",2019,2015,2673,"Nodaway Valley",55,56,98.21,"90.1 - 100%"
"3330",2019,2015,6579,"Urbandale",304,310,98.06,"90.1 - 100%"
"3331",2019,2015,1332,"Colfax-Mingo",50,51,98.04,"90.1 - 100%"
"3332",2019,2015,1093,"Central Decatur",49,50,98,"90.1 - 100%"
"3333",2019,2015,5922,"West Fork",49,50,98,"90.1 - 100%"
"3334",2019,2015,747,"Boyden-Hull",48,49,97.96,"90.1 - 100%"
"3335",2019,2015,846,"Brooklyn-Guernsey-Malcom",48,49,97.96,"90.1 - 100%"
"3336",2019,2015,3798,"Logan-Magnolia",47,48,97.92,"90.1 - 100%"
"3337",2019,2015,4878,"Ogden",47,48,97.92,"90.1 - 100%"
"3338",2019,2015,6536,"Union",94,96,97.92,"90.1 - 100%"
"3339",2019,2015,5163,"Pekin",46,47,97.87,"90.1 - 100%"
"3340",2019,2015,6762,"Wapsie Valley",46,47,97.87,"90.1 - 100%"
"3341",2019,2015,3744,"Lisbon",44,45,97.78,"90.1 - 100%"
"3342",2019,2015,7029,"Williamsburg",87,89,97.75,"90.1 - 100%"
"3343",2019,2015,5325,"Prairie Valley",86,88,97.73,"90.1 - 100%"
"3344",2019,2015,6035,"Sioux Central",43,44,97.73,"90.1 - 100%"
"3345",2019,2015,2682,"GMG",42,43,97.67,"90.1 - 100%"
"3346",2019,2015,3906,"Lynnville-Sully",42,43,97.67,"90.1 - 100%"
"3347",2019,2015,6854,"Wayne",40,41,97.56,"90.1 - 100%"
"3348",2019,2015,4446,"Monticello",79,81,97.53,"90.1 - 100%"
"3349",2019,2015,333,"North Union",39,40,97.5,"90.1 - 100%"
"3350",2019,2015,5877,"Sergeant Bluff-Luton",116,119,97.48,"90.1 - 100%"
"3351",2019,2015,1576,"Dallas Center-Grimes",185,190,97.37,"90.1 - 100%"
"3352",2019,2015,1989,"Edgewood-Colesburg",37,38,97.37,"90.1 - 100%"
"3353",2019,2015,2457,"George-Little Rock",37,38,97.37,"90.1 - 100%"
"3354",2019,2015,5976,"Shenandoah",74,76,97.37,"90.1 - 100%"
"3355",2019,2015,1089,"Central City",36,37,97.3,"90.1 - 100%"
"3356",2019,2015,4437,"Montezuma",36,37,97.3,"90.1 - 100%"
"3357",2019,2015,4784,"North Scott",216,222,97.3,"90.1 - 100%"
"3358",2019,2015,999,"Carroll",103,106,97.17,"90.1 - 100%"
"3359",2019,2015,6975,"West Liberty",103,106,97.17,"90.1 - 100%"
"3360",2019,2015,3114,"Indianola",272,280,97.14,"90.1 - 100%"
"3361",2019,2015,3154,"Iowa Valley",34,35,97.14,"90.1 - 100%"
"3362",2019,2015,3119,"Interstate 35",67,69,97.1,"90.1 - 100%"
"3363",2019,2015,4776,"North Mahaska",33,34,97.06,"90.1 - 100%"
"3364",2019,2015,4995,"Osage",66,68,97.06,"90.1 - 100%"
"3365",2019,2015,5166,"Pella",164,169,97.04,"90.1 - 100%"
"3366",2019,2015,3600,"Le Mars",163,168,97.02,"90.1 - 100%"
"3367",2019,2015,4773,"Northeast",65,67,97.01,"90.1 - 100%"
"3368",2019,2015,472,"Ballard",128,132,96.97,"90.1 - 100%"
"3369",2019,2015,4689,"New London",32,33,96.97,"90.1 - 100%"
"3370",2019,2015,1062,"Center Point-Urbana",95,98,96.94,"90.1 - 100%"
"3371",2019,2015,819,"West Hancock",31,32,96.88,"90.1 - 100%"
"3372",2019,2015,6094,"Southeast Warren",31,32,96.88,"90.1 - 100%"
"3373",2019,2015,4356,"Missouri Valley",61,63,96.83,"90.1 - 100%"
"3374",2019,2015,6592,"Van Buren County",61,63,96.83,"90.1 - 100%"
"3375",2019,2015,3231,"Johnston",506,523,96.75,"90.1 - 100%"
"3376",2019,2015,387,"Atlantic",89,92,96.74,"90.1 - 100%"
"3377",2019,2015,4860,"Odebolt Arthur Battle Creek Ida Grove",59,61,96.72,"90.1 - 100%"
"3378",2019,2015,5250,"Pleasant Valley",322,333,96.7,"90.1 - 100%"
"3379",2019,2015,6093,"Solon",117,121,96.69,"90.1 - 100%"
"3380",2019,2015,1350,"Collins-Maxwell",29,30,96.67,"90.1 - 100%"
"3381",2019,2015,1413,"Coon Rapids-Bayard",29,30,96.67,"90.1 - 100%"
"3382",2019,2015,1917,"Boyer Valley",29,30,96.67,"90.1 - 100%"
"3383",2019,2015,6700,"Waco",29,30,96.67,"90.1 - 100%"
"3384",2019,2015,1197,"Clarinda",57,59,96.61,"90.1 - 100%"
"3385",2019,2015,3375,"Knoxville",114,118,96.61,"90.1 - 100%"
"3386",2019,2015,5256,"Pleasantville",57,59,96.61,"90.1 - 100%"
"3387",2019,2015,1233,"Clear Lake",85,88,96.59,"90.1 - 100%"
"3388",2019,2015,1619,"Davis County",85,88,96.59,"90.1 - 100%"
"3389",2019,2015,4086,"Marion Independent",140,145,96.55,"90.1 - 100%"
"3390",2019,2015,7047,"Winfield-Mt Union",28,29,96.55,"90.1 - 100%"
"3391",2019,2015,1638,"Decorah Community",138,143,96.5,"90.1 - 100%"
"3392",2019,2015,1944,"Eagle Grove",55,57,96.49,"90.1 - 100%"
"3393",2019,2015,4023,"Manson Northwest Webster",55,57,96.49,"90.1 - 100%"
"3394",2019,2015,279,"Aplington-Parkersburg",54,56,96.43,"90.1 - 100%"
"3395",2019,2015,981,"Carlisle",160,166,96.39,"90.1 - 100%"
"3396",2019,2015,153,"North Butler",53,55,96.36,"90.1 - 100%"
"3397",2019,2015,5121,"Panorama",53,55,96.36,"90.1 - 100%"
"3398",2019,2015,609,"Benton",105,109,96.33,"90.1 - 100%"
"3399",2019,2015,2754,"Guthrie Center",52,54,96.3,"90.1 - 100%"
"3400",2019,2015,6759,"Wapello",52,54,96.3,"90.1 - 100%"
"3401",2019,2015,7110,"Woodward-Granger",52,54,96.3,"90.1 - 100%"
"3402",2019,2015,3645,"Lewis Central",205,213,96.24,"90.1 - 100%"
"3403",2019,2015,977,"Cardinal",51,53,96.23,"90.1 - 100%"
"3404",2019,2015,6138,"Springville",25,26,96.15,"90.1 - 100%"
"3405",2019,2015,6460,"Tri-Center",50,52,96.15,"90.1 - 100%"
"3406",2019,2015,4041,"Maquoketa",123,128,96.09,"90.1 - 100%"
"3407",2019,2015,6264,"West Central Valley",49,51,96.08,"90.1 - 100%"
"3408",2019,2015,7098,"Woodbury Central",49,51,96.08,"90.1 - 100%"
"3409",2019,2015,4662,"New Hampton",97,101,96.04,"90.1 - 100%"
"3410",2019,2015,3186,"Janesville Consolidated",24,25,96,"90.1 - 100%"
"3411",2019,2015,3204,"Jesup",48,50,96,"90.1 - 100%"
"3412",2019,2015,5013,"Oskaloosa",144,150,96,"90.1 - 100%"
"3413",2019,2015,4617,"Nevada",118,123,95.93,"90.1 - 100%"
"3414",2019,2015,2727,"Grundy Center",47,49,95.92,"90.1 - 100%"
"3415",2019,2015,3105,"Independence",117,122,95.9,"90.1 - 100%"
"3416",2019,2015,3715,"Linn-Mar",467,487,95.89,"90.1 - 100%"
"3417",2019,2015,6840,"Waverly-Shell Rock",163,170,95.88,"90.1 - 100%"
"3418",2019,2015,5805,"Saydel",89,93,95.7,"90.1 - 100%"
"3419",2019,2015,4779,"North Polk",111,116,95.69,"90.1 - 100%"
"3420",2019,2015,1044,"Cedar Falls",352,368,95.65,"90.1 - 100%"
"3421",2019,2015,1953,"Earlham",44,46,95.65,"90.1 - 100%"
"3422",2019,2015,2846,"Harris-Lake Park",22,23,95.65,"90.1 - 100%"
"3423",2019,2015,4122,"Martensdale-St Marys",44,46,95.65,"90.1 - 100%"
"3424",2019,2015,4599,"Nashua-Plainfield",44,46,95.65,"90.1 - 100%"
"3425",2019,2015,6943,"West Central",22,23,95.65,"90.1 - 100%"
"3426",2019,2015,1107,"Chariton",87,91,95.6,"90.1 - 100%"
"3427",2019,2015,261,"Ankeny",708,741,95.55,"90.1 - 100%"
"3428",2019,2015,225,"Ames",320,335,95.52,"90.1 - 100%"
"3429",2019,2015,2781,"Hampton-Dumont",106,111,95.5,"90.1 - 100%"
"3430",2019,2015,2826,"Harlan",106,111,95.5,"90.1 - 100%"
"3431",2019,2015,6120,"Spirit Lake",106,111,95.5,"90.1 - 100%"
"3432",2019,2015,2511,"Glenwood",168,176,95.45,"90.1 - 100%"
"3433",2019,2015,4269,"Midland",42,44,95.45,"90.1 - 100%"
